date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2014-12-03,0.1,-0.79,-1.8,-3.7,,-10,99,87.7,84,69,-0.6,-2.7,-4.1,-7.6,37,23.71,26,15,50,27,102.39,101.75,101.94,101.49,98.41,97.8,97.99,97.56,16100,7808.3,8650,1200,,,,,19.8,0,0,0,0,0.3,0,2.4,0,07:37:00,16:47:00,9.17,7.62,16.78,,,1,1,-6,-6,,4,3.6,2,0,,,,,,,,
2014-12-02,-1.1,-5.55,-6.35,-11.6,,-18,99,85.3,86.5,74,-1.4,-7.7,-8,-14.5,35,15.67,17.5,0,46,11,103.82,102.92,102.78,101.74,99.75,98.88,98.76,97.78,16100,11079.2,8650,1200,,,,,24.4,0,0,0,0,0,0,0.8,0,07:36:00,16:47:00,9.18,7.6,16.78,,,-2,-2,-1,-1,,4,2.4,2,0,,,,,,,,
2014-12-01,1.2,-2.93,-4.1,-9.4,,-14,89,70.3,73.5,58,-0.5,-7.7,-6.9,-13.3,35,23.08,21.5,8,54,29,103.86,102.93,102.78,101.69,99.8,98.94,98.81,97.81,16100,16100,16100,16100,,,,,22.1,0,0,0,0,0,0,0,0,07:34:00,16:48:00,9.23,7.57,16.8,,,-5,-5,-12,-12,,4,3.4,2,0,,,,,,,,
2014-11-30,12.3,9,6.75,1.2,,,92,85,84.5,77,10.4,6.6,5.2,0.1,35,23.12,24,13,56,21,101.55,100.89,101.12,100.7,97.68,97.04,97.26,96.85,16100,15833.3,13700,11300,,,,,11.2,0,1.8,0,0,0,0,0,0,07:33:00,16:48:00,9.25,7.55,16.8,,,11,13,-2,-2,,4,4,4,4,,,,,,,,
2014-11-29,7.3,-0.05,0.54,-6.2,,-10,93,81.8,82,71,3.6,-2.9,-2,-7.7,28,15.71,18,8,48,21,102.17,101.49,101.49,100.81,98.16,97.54,97.56,96.95,16100,15166.7,12900,9700,,,,,17.5,0,0,0,0,0,0,0,2,07:32:00,16:48:00,9.27,7.53,16.8,,,5,5,2,7,,4,3.4,2,0,,,,,,,,
2014-11-28,-4.4,-6.25,-6.15,-7.9,,-15,87,76.5,78.5,70,-8.1,-9.8,-9.7,-11.2,24,15.83,12,0,35,27,102.56,102.39,102.4,102.24,98.54,98.38,98.39,98.23,16100,15295.8,10450,4800,,,,,24.1,0,0,0,0,0,0,0.4,2,07:31:00,16:49:00,9.3,7.52,16.82,,,-3,-3,-6,-6,,4,2.9,2,0,,,,,,,,
2014-11-27,0.9,-1.81,-2.8,-6.5,,-13,92,84.8,83.5,75,-2.4,-4.1,-5.7,-9,30,11.75,15,0,56,32,102.27,101.92,102.02,101.78,98.29,97.96,98.06,97.83,16100,15433.3,12100,8100,,,,,20.8,0,0,0,0,0.3,0,2.2,0,07:30:00,16:49:00,9.32,7.5,16.82,,,1,1,-8,-7,,4,3.6,2,0,,,,,,,,
2014-11-26,0.1,-0.77,-0.75,-1.6,,-4,87,80.9,80.5,74,-2.9,-3.7,-3.5,-4.2,13,7.04,6.5,0,,,102.34,102.11,102.09,101.84,98.37,98.15,98.13,97.89,16100,16100,16100,16100,,,,,18.8,0,0,0,0,0,0,0,0,07:29:00,16:50:00,9.35,7.48,16.83,,,1,1,-8,-8,,4,4,4,4,,,,,,,,
2014-11-25,1.8,0.17,0.5,-0.8,,-8,83,78,79,75,-1.8,-3.2,-3,-4.3,45,29.5,29,13,67,21,102.31,101.37,101.36,100.41,98.34,97.46,97.46,96.58,16100,16100,16100,16100,,,,,17.5,0,0,0,0,0,0,0,0,07:28:00,16:50:00,9.37,7.47,16.83,,,0,0,-8,-2,,4,4,4,4,,,,,,,,
2014-11-24,14,8.85,10,6,,,95,84.6,83,71,11.5,6.4,4.9,-1.7,54,39.46,37.5,21,80,21,100.36,99.26,99.53,98.71,96.54,95.48,95.75,94.96,16100,12737.5,9650,3200,,,,,8,0,5,3,0,16.6,16.6,0,0,07:26:00,16:51:00,9.42,7.43,16.85,,,11,13,-2,-2,,4,3.9,3.5,3,,,,,,,,
2014-11-23,8.3,6.38,6.5,4.7,,,96,90.1,87,78,6.6,4.9,5,3.5,22,15.21,15.5,9,41,10,101.6,101.14,100.75,99.9,97.71,97.27,96.9,96.09,16100,12145.8,10450,4800,,,,,11.5,0,1.5,0,0,9.8,25.6,0,0,07:25:00,16:52:00,9.45,7.42,16.87,,,7,7,11,11,,4,3.7,3,2,,,,,,,,
2014-11-22,5.3,0.12,-1.5,-8.3,,-14,96,89,86.5,77,4.2,-1.5,-3.2,-10.7,28,19.75,19.5,11,48,20,102.75,101.86,102.08,101.42,98.72,97.89,98.12,97.51,16100,9395.8,9050,2000,,,,,19.5,0,0,0,0,3.1,4.2,0,14,07:24:00,16:52:00,9.47,7.4,16.87,,,6,6,6,6,,4,3.8,3,2,,,,,,,,
2014-11-21,-3.9,-8.14,-9,-14.1,,-18,93,76,75,57,-8.2,-11.8,-11.4,-14.6,28,15.92,16.5,5,39,25,103.31,102.74,102.54,101.78,99.12,98.69,98.45,97.78,16100,15212.5,9450,2800,,,,,27,0,0,0,0,0,0,0,14,07:23:00,16:53:00,9.5,7.38,16.88,,,-3,-3,-10,-9,,4,1.6,2,0,,,,,,,,
2014-11-20,-4.6,-6.59,-7.25,-9.9,,-17,90,82.6,82,74,-7,-9.1,-9.7,-12.3,39,26.17,28,17,57,25,101.72,101.14,101.23,100.73,97.72,97.17,97.26,96.79,16100,8333.3,8450,800,,,,,25.2,0,0,0,0,0,0,2,0,07:21:00,16:54:00,9.55,7.35,16.9,,,-4,-4,-10,-10,,4,3.1,2,0,,,,,,,,
2014-11-19,-2.2,-7.07,-7.19,-12.2,,-21,93,81.3,76,59,-4.1,-9.8,-8.9,-13.8,34,22.62,25.5,17,56,25,101.83,101.3,101.23,100.62,97.8,97.31,97.24,96.67,16100,11520.8,8850,1600,,,,,25.2,0,0,0,0,0.8,0,6.8,8,07:20:00,16:54:00,9.57,7.33,16.9,,,-2,-2,-11,-6,,4,2.1,2,0,,,,,,,,
2014-11-18,-7,-8.92,-8.94,-10.9,,-21,88,79.8,80.5,73,-9.4,-11.8,-11.6,-13.8,46,37.83,38,30,69,24,101.65,100.93,101.08,100.51,97.64,96.95,97.11,96.57,16100,7625,8350,600,,,,,26.9,0,0,0,0,0,0,0.6,8,07:19:00,16:55:00,9.6,7.32,16.92,,,-6,-6,-8,-8,,4,2.8,2,0,,,,,,,,
2014-11-17,-0.6,-2.83,-4.8,-9,,-18,98,90.1,85.5,73,-1.3,-4.3,-6.4,-11.5,39,17,19.5,0,59,25,101.27,100.53,100.67,100.08,97.34,96.63,96.77,96.2,16100,5450,8350,600,,,,,22.8,0,0,0,0,3.6,0,5.6,4,07:18:00,16:56:00,9.63,7.3,16.93,,,0,0,-8,-8,,4,3.8,2,0,,,,,,,,
2014-11-16,-0.4,-2.03,-2,-3.6,,-9,97,84.5,84.5,72,-2.3,-4.4,-4.8,-7.2,18,10.04,11,4,,,102.33,101.9,101.84,101.35,98.35,97.94,97.88,97.42,16100,9320.8,8850,1600,,,,,20,0,0,0,0,0.8,0,4.2,0,07:16:00,16:57:00,9.68,7.27,16.95,,,0,0,-3,-3,,4,3.9,3.5,3,,,,,,,,
2014-11-15,0.2,-2.41,-3.05,-6.3,,-10,95,75.8,75.5,56,-3.6,-6.3,-6.2,-8.8,28,14.5,16.5,5,41,25,102.75,102.59,102.56,102.36,98.75,98.59,98.56,98.38,16100,15966.7,15300,14500,,,,,21.1,0,0,0,0,0,0,0,1,07:15:00,16:58:00,9.72,7.25,16.97,,,0,0,-4,-4,,4,3.3,2,0,,,,,,,,
2014-11-14,-0.2,-3.35,-3.3,-6.4,,-11,93,83.9,80.5,68,-4.5,-5.8,-6.2,-7.9,21,13.75,14.5,8,,,102.51,102.13,102.16,101.8,98.51,98.14,98.17,97.83,16100,14758.3,10050,4000,,,,,21.3,0,0,0,0,0.3,0,1.4,2,07:14:00,16:59:00,9.75,7.23,16.98,,,1,1,-9,-9,,4,2.5,2,0,,,,,,,,
2014-11-13,-0.8,-2.33,-3.5,-6.2,,-11,93,84.3,82.5,72,-2.5,-4.7,-4.8,-7.2,30,15.71,17.5,5,37,28,102.05,101.96,101.93,101.81,98.09,97.99,97.97,97.86,16100,13466.7,9450,2800,,,,,21.5,0,0,0,0,0,0,2.2,0,07:12:00,17:00:00,9.8,7.2,17,,,-1,1,-5,-3,,4,2.8,2,0,,,,,,,,
2014-11-12,5.3,0.98,2.04,-1.2,,-6,83,69.4,73,63,2.7,-4,-1.7,-6.1,41,28.29,27,13,61,26,102.18,101.75,101.51,100.84,98.21,97.84,97.61,97.02,16100,16100,16100,16100,,,,,16,0,0,0,0,0,0,0.4,0,07:11:00,17:01:00,9.83,7.18,17.02,,,-1,-1,-1,-1,,4,4,3.5,3,,,,,,,,
2014-11-11,15.7,9.15,8.1,0.5,,,98,75.2,73.5,49,10.1,4.5,5.2,0.3,41,18.79,22.5,4,52,26,101.01,100.75,100.78,100.56,97.15,96.92,96.94,96.74,16100,15362.5,10450,4800,,,,,9.9,0,3.1,1.1,0,0.3,0.2,0,0,07:10:00,17:02:00,9.87,7.17,17.03,,,13,15,0,2,,4,1.6,2,0,,,,,,,,
2014-11-10,12.6,5.4,6.25,-0.1,,,98,81.1,78,58,4,2.2,1.8,-0.4,22,11.96,11,0,33,14,101.68,101.39,101.37,101.06,97.8,97.51,97.5,97.19,16100,14208.3,9050,2000,,,,,11.8,0,1.2,0,0,0,0,0,0,07:09:00,17:03:00,9.9,7.15,17.05,,,10,10,6,6,,4,2.2,2,0,,,,,,,,
2014-11-09,5.6,2.75,2.4,-0.8,,-4,95,78.2,81,67,1.2,-0.8,-0.6,-2.5,32,18.33,16,0,52,22,101.3,101.13,101.12,100.94,97.4,97.24,97.23,97.06,16100,15629.2,10450,4800,,,,,15.6,0,0,0,0,0.3,0,0,0,07:07:00,17:04:00,9.95,7.12,17.07,,,4,4,-2,3,,4,3.7,3,2,,,,,,,,
2014-11-08,4.9,2.1,1.75,-1.4,,-4,95,86.9,86.5,78,2.9,0.1,-0.3,-3.5,35,16.96,20,5,46,28,101.49,100.91,100.97,100.45,97.57,97.02,97.08,96.58,16100,14141.7,9850,3600,,,,,16.2,0,0,0,0,3.3,5.2,0.8,0,07:06:00,17:05:00,9.98,7.1,17.08,,,5,5,-3,-2,,4,3.9,3.5,3,,,,,,,,
2014-11-07,3.9,0.8,-0.05,-4,,-6,89,78.2,72.5,56,1.4,-2.7,-1.8,-5,26,17.08,13,0,46,32,101.78,101.48,101.42,101.06,97.78,97.57,97.49,97.2,16100,16100,16100,16100,,,,,18.1,0,0,0,0,0,0,0,0,07:05:00,17:06:00,10.02,7.08,17.1,,,3,3,-5,-3,,4,3,2,0,,,,,,,,
2014-11-06,10.1,5.35,4.8,-0.5,,-2,97,90,84.5,72,6.3,3.8,2.5,-1.2,21,9.71,12.5,4,39,33,101.69,101.08,101.22,100.75,97.79,97.21,97.35,96.9,16100,10683.3,8450,800,,,,,13.2,0,0,0,0,1.5,2.6,0,0,07:03:00,17:08:00,10.08,7.05,17.13,,,8,8,-2,1,,4,3.6,3,2,,,,,,,,
2014-11-05,8.4,4.06,3.35,-1.7,,-3,97,81,79.5,62,3.5,1,0.6,-2.2,34,17.08,17,0,52,26,102.01,101.79,101.74,101.47,98.06,97.89,97.83,97.61,16100,16032.5,15300,14500,,,,,14.7,0,0,0,0,0,0,0,0,07:02:00,17:09:00,10.12,7.03,17.15,,,8,8,2,2,,4,1.5,2,0,,,,,,,,
2014-11-04,12.2,9.95,8.8,5.4,,,94,73.8,71,48,8.7,5.1,4.5,0.4,32,23.25,22.5,13,56,22,101.66,101.32,101.38,101.09,97.81,97.48,97.53,97.26,16100,12883.3,9650,3200,,,,,9.2,0,3.8,1.8,0,5.8,7.4,0,0,07:01:00,17:10:00,10.15,7.02,17.17,,,13,14,4,4,,4,4,3.5,3,,,,,,,,
2014-11-03,13.3,7.92,7.2,1.1,,,73,52.2,52.5,32,2.3,-1.7,-1.3,-4.9,28,16,16.5,5,44,22,102.34,102.03,102.03,101.73,98.41,98.13,98.14,97.88,16100,16100,16100,16100,,,,,10.8,0,2.2,0.2,0,0,0,0,0,06:59:00,17:11:00,10.2,6.98,17.18,,,11,12,5,6,,4,3,2,0,,,,,,,,
2014-11-02,6.7,0.91,0.95,-4.8,,-8,93,69.7,68,43,-1.6,-4.4,-3.8,-6,28,14.84,16,4,35,30,102.82,102.6,102.61,102.39,98.84,98.63,98.64,98.44,16100,16100,16100,16100,,,,,17.1,0,0,0,0,0,0,0,0,06:58:00,17:13:00,10.25,6.97,17.22,,,6,6,0,0,,3,0.1,1.5,0,,,,,,,,
2014-11-01,2.4,0.48,0.39,-1.6,,-6,93,79.8,79.5,66,-0.3,-2.7,-2.9,-5.5,30,22.42,22.5,15,46,35,102.57,102.27,102.19,101.81,98.6,98.32,98.25,97.9,16100,14962.5,11250,6400,,,,,17.6,0,0,0,0,0,0,0,0,07:57:00,18:14:00,10.28,7.95,18.23,,,2,2,-5,-5,,4,3.8,3,2,,,,,,,,
2014-10-31,6.1,4.38,3.3,0.5,,,95,92.5,91.5,88,4.6,3.3,2.4,0.2,24,10.88,14,4,41,36,101.78,101.45,101.52,101.26,97.87,97.57,97.62,97.38,16100,14833.3,12100,8100,,,,,14.7,0,0,0,0,3.6,4.5,1.5,0,07:56:00,18:15:00,10.32,7.93,18.25,,,6,6,0,1,,4,4,3.5,3,,,,,,,,
2014-10-30,8,4.82,4.75,1.5,,,94,81.3,78.5,63,3.2,1.7,1.9,0.6,18,11.08,9,0,28,30,101.94,101.8,101.8,101.65,98.04,97.91,97.9,97.76,16100,15966.7,14500,12900,,,,,13.2,0,0,0,0,1.2,1.2,0,0,07:54:00,18:17:00,10.38,7.9,18.28,,,8,8,3,3,,4,2.8,2,0,,,,,,,,
2014-10-29,10.9,7.16,6.6,2.3,,,91,75.2,76.5,62,4,3,2.8,1.5,37,20.62,25,13,52,24,101.63,101.28,101.34,101.05,97.76,97.43,97.5,97.24,16100,16100,16100,16100,,,,,11.4,0,1.6,0,0,0.3,0.4,0,0,07:53:00,18:18:00,10.42,7.88,18.3,,,8,10,0,2,,4,2.9,2,0,,,,,,,,
2014-10-28,19.4,13.51,13.64,7.9,,,96,84.8,83.5,71,14.5,11,9.6,4.7,37,17,21,5,56,24,101.03,100.77,100.79,100.55,97.23,96.97,97,96.76,16100,14491.7,10450,4800,,,,,4.4,0,8.6,6.6,3.6,1.8,2,0,0,07:52:00,18:20:00,10.47,7.87,18.33,,,18,18,5,5,,4,3.1,2,0,,,,,,,,
2014-10-27,13.9,5.8,5.35,-3.2,,-4,99,83.5,77.5,56,7.1,2.9,2,-3,21,8.96,10.5,0,32,11,101.72,101.38,101.35,100.97,97.79,97.49,97.46,97.12,16100,10795.8,8050,0,,,,,12.7,0,0.4,0,0,0,2,0,0,07:50:00,18:21:00,10.52,7.83,18.35,3,3,13,13,9,11,,4,2.1,2,0,,,,,,,,
2014-10-26,8.9,6.53,3.9,-1.1,,-2,99,74.7,82,65,3.8,2.2,1.6,-0.5,37,22.88,18.5,0,65,30,101.43,100.93,100.94,100.45,97.54,97.09,97.1,96.65,16100,15562.5,10450,4800,,,,,14.1,0,0,0,0,0,0,0,0,07:49:00,18:23:00,10.57,7.82,18.38,3,3,10,10,-1,-1,,4,2.3,2,0,,,,,,,,
2014-10-25,15.6,10.62,11.1,6.6,,,92,78.3,74,56,9.6,6.9,7,4.3,34,18.08,19,4,50,27,101.3,100.71,100.82,100.34,97.46,96.89,97,96.54,16100,12479.2,10450,4800,,,,,6.9,0,6.1,4.1,1.1,0,0,0,0,07:48:00,18:24:00,10.6,7.8,18.4,,,14,14,6,6,,4,1.9,2,0,,,,,,,,
2014-10-24,14.8,6.78,6.05,-2.7,,-6,99,81.8,74.5,50,6.7,3.5,2,-2.6,18,9.46,9,0,,,101.89,101.67,101.64,101.39,97.99,97.79,97.76,97.53,16100,10766.7,8250,400,,,,,11.9,0,1.1,0,0,0,0,0,0,07:47:00,18:26:00,10.65,7.78,18.43,3,3,13,15,6,6,,4,2,2,0,,,,,,,,
2014-10-23,16.1,7.12,7.9,-0.3,,-2,99,80.4,76,53,6.2,3.5,3,-0.3,22,11.71,13.5,5,32,33,102.39,102.13,102.13,101.87,98.49,98.23,98.24,97.99,16100,15695.8,11250,6400,,,,,10.1,0,2.9,0.9,0,0,0,0,0,07:45:00,18:27:00,10.7,7.75,18.45,3,3,14,14,-1,-1,,0,0,0,0,,,,,,,,
2014-10-22,13.8,6.92,7.55,1.3,,,92,74.9,73,54,5,2.5,2.5,-0.1,18,12.92,11.5,5,35,4,102.58,102.44,102.4,102.22,98.66,98.53,98.49,98.32,16100,16100,16100,16100,,,,,10.4,0,2.5,0.6,0,0,0,0,0,07:44:00,18:29:00,10.75,7.73,18.48,3,3,12,12,1,2,,4,1.5,2,0,,,,,,,,
2014-10-21,9.1,7.33,7,4.9,,,94,91.3,90,86,8.4,6,5.8,3.3,21,16.04,14.5,8,41,36,102.22,101.42,101.56,100.9,98.32,97.56,97.7,97.08,16100,13358.3,10450,4800,,,,,11,0,2,0,0,9.9,6,0,0,07:43:00,18:30:00,10.78,7.72,18.5,,,9,10,2,3,,4,4,4,4,,,,,,,,
2014-10-20,12.2,8.49,8.25,4.3,,,95,86,86.5,78,9.2,6.3,5.4,1.6,24,10.83,14,4,35,22,101.57,101.11,101.22,100.86,97.69,97.26,97.36,97.03,16100,13016.7,10450,4800,,,,,9.8,0,3.2,1.2,0,2.6,4.8,0,0,07:42:00,18:32:00,10.83,7.7,18.53,,,10,10,6,8,,4,3.9,3.5,3,,,,,,,,
2014-10-19,9.4,4.31,4.75,0.1,,,91,72.8,72,53,2,-0.3,-0.2,-2.3,24,12.96,12,0,32,29,102.11,101.87,101.86,101.6,98.19,97.96,97.95,97.71,16100,16100,16100,16100,,,,,13.2,0,0,0,0,0,1.2,0,0,07:40:00,18:33:00,10.88,7.67,18.55,3,3,8,8,3,4,,4,2.5,2,0,,,,,,,,
2014-10-18,10,6.93,6.5,3,,,92,82.8,81,70,9.4,4.2,4.5,-0.3,34,23.75,25.5,17,54,34,101.67,100.75,100.81,99.95,97.79,96.92,96.99,96.18,16100,15966.7,14500,12900,,,,,11.5,0,1.5,0,0,0.6,0,0,0,07:39:00,18:35:00,10.93,7.65,18.58,,,7,7,0,0,,4,3.7,2,0,,,,,,,,
2014-10-17,14.9,12.56,12.45,10,,,95,86.5,86,77,10.8,10.4,10.1,9.3,28,20.17,20.5,13,52,25,100.4,100.05,100.13,99.86,96.62,96.28,96.36,96.09,16100,12750,9250,2400,,,,,5.5,0,7.5,5.5,2.5,1.3,1.4,0,0,07:38:00,18:37:00,10.98,7.63,18.62,,,15,15,6,6,,4,3.9,3.5,3,,,,,,,,
2014-10-16,18.5,13.28,14.55,10.6,,,97,90.7,85,73,13.7,11.7,11.8,9.8,22,12.04,13,4,39,31,100.76,100.51,100.55,100.33,96.97,96.72,96.76,96.55,16100,10417.4,8350,600,,,,,3.5,0,9.6,7.5,4.5,3.8,0,0,0,07:37:00,18:38:00,11.02,7.62,18.63,,,17,17,9,10,,4,3.6,2.5,1,,,,,,,,
2014-10-15,16.5,14.14,14.85,13.2,,,97,91.7,88.5,80,16.5,12.8,12.5,8.5,18,8.29,9,0,35,26,101.07,100.94,100.87,100.67,97.28,97.15,97.1,96.91,16100,13842.9,8150,200,,,,,3.1,0,9.8,7.8,4.8,3.3,0.8,0,0,07:35:00,18:40:00,11.08,7.58,18.67,3,3,17,17,9,12,,4,3.2,2,0,,,,,,,,
2014-10-14,21.5,17.81,17.95,14.4,26,,96,87,83,70,17.5,15.6,15.4,13.3,32,17.4,21.5,11,57,18,101.38,100.98,101.04,100.71,97.57,97.2,97.26,96.96,16100,15027.8,10450,4800,,,,,0.1,0,12.9,10.9,8,5.5,10.7,0,0,07:34:00,18:42:00,11.13,7.57,18.7,3,3,22,22,12,13,,4,2.4,2,0,,,,,,,,
2014-10-13,17.3,12.6,11.4,5.5,,,97,92.2,91.5,86,15.2,11.4,9.7,4.2,18,10.62,9,0,28,17,101.94,101.71,101.69,101.45,98.07,97.86,97.85,97.63,16100,12887.5,10450,4800,,,,,6.6,0,6.4,4.4,1.4,0,0,0,0,07:33:00,18:43:00,11.17,7.55,18.72,3,4,18,18,15,15,,4,3.8,2,0,,,,,,,,
2014-10-12,13,4.03,4.75,-3.5,,-5,99,81.8,71,43,3.5,0.6,0.3,-2.9,21,7.48,10.5,0,33,15,102.61,102.37,102.3,101.98,98.66,98.45,98.38,98.1,16100,12430,9650,3200,,,,,13.2,0,0,0,0,0,1.1,0,0,07:32:00,18:45:00,11.22,7.53,18.75,4,4,14,14,2,8,,0,0,0,0,,,,,,,,
2014-10-11,13.3,4.82,5.55,-2.2,,-3,99,78.4,72,45,4.3,0.7,1.6,-1.1,26,9.96,13,0,35,33,102.47,102.25,102.26,102.05,98.55,98.33,98.35,98.14,16100,13650,10050,4000,,,,,12.4,0,0.6,0,0,0,0,0,0,07:31:00,18:47:00,11.27,7.52,18.78,3,3,12,12,-1,-1,,3,0.8,1.5,0,,,,,,,,
2014-10-10,11.6,5.9,5.3,-1,,,98,78.5,76.5,55,4.2,2.1,2.5,0.8,26,10.58,13,0,39,29,102.14,102.02,101.97,101.81,98.24,98.13,98.09,97.94,16100,16100,16100,16100,,,,,12.7,0,0.3,0,0,0,0,0,0,07:29:00,18:48:00,11.32,7.48,18.8,4,4,12,12,-1,1,,4,1.7,2,0,,,,,,,,
2014-10-09,13.1,6.88,7.5,1.9,,,92,72.4,71.5,51,3.1,2,1.8,0.6,35,18.29,19.5,4,57,27,101.86,101.58,101.62,101.37,97.98,97.71,97.74,97.5,16100,16100,16100,16100,,,,,10.5,0,2.5,0.5,0,0,0,0,0,07:28:00,18:50:00,11.37,7.47,18.83,4,4,11,12,0,3,,4,1.2,2,0,,,,,,,,
2014-10-08,11.9,9.32,7.8,3.7,,,95,72.5,71.5,48,9.6,4.3,4.8,0,45,24.25,27,9,74,28,101.37,100.9,100.93,100.48,97.52,97.07,97.11,96.69,16100,14420.8,10450,4800,,,,,10.2,0,2.8,0.8,0,0,0,0,0,07:27:00,18:52:00,11.42,7.45,18.87,4,4,10,10,3,3,,4,2.6,2,0,,,,,,,,
2014-10-07,16.5,11.31,11.85,7.2,,,96,85.5,74,52,10.5,8.8,8.4,6.3,34,14.42,19.5,5,50,20,100.91,100.71,100.71,100.51,97.1,96.91,96.91,96.72,16100,13420.8,10450,4800,,,,,6.2,0,6.8,4.8,1.8,0.3,1,0,0,07:26:00,18:54:00,11.47,7.43,18.9,3,4,16,16,7,7,,4,2.4,2,0,,,,,,,,
2014-10-06,17.4,11.07,12.5,7.6,,,93,83,73.5,54,10.8,8.2,8,5.1,35,18.04,20,5,50,17,100.75,100.61,100.6,100.44,96.92,96.8,96.78,96.64,16100,15100,12100,8100,,,,,5.5,0,7.5,5.5,2.5,11.9,8.7,0,0,07:25:00,18:55:00,11.5,7.42,18.92,3,3,16,16,6,6,,4,3.6,3,2,,,,,,,,
2014-10-05,11.5,6.74,6.7,1.9,,,95,75.7,74.5,54,5,2.5,2.8,0.5,34,17.79,21,8,54,22,100.85,100.6,100.59,100.34,97,96.76,96.76,96.51,16100,16100,16100,16100,,,,,11.3,0,1.7,0,0,0.3,1.5,0,0,07:23:00,18:57:00,11.57,7.38,18.95,3,3,10,10,6,7,,4,2.9,2,0,,,,,,,,
2014-10-04,11.8,7.97,7.1,2.4,,,95,82.2,76,57,11.4,5,6.2,1.1,30,18.96,19,8,44,23,100.46,100.18,100.19,99.92,96.62,96.38,96.39,96.16,16100,15900,14500,12900,,,,,10.9,0,2.1,0.1,0,2.6,0.7,0,0,07:22:00,18:59:00,11.62,7.37,18.98,3,3,10,10,3,3,,4,2.9,2,0,,,,,,,,
2014-10-03,22.4,16.41,17.1,11.8,26,,95,87.2,81,67,16.6,14.2,14.2,11.9,37,20.5,22.5,8,56,14,101.31,100.46,100.65,99.99,97.51,96.69,96.88,96.25,16100,12704.2,9850,3600,,,,,0.9,0,12.1,10.1,7.1,16.9,22.6,0,0,07:21:00,19:01:00,11.67,7.35,19.02,3,3,21,21,7,8,,4,3,2,0,,,,,,,,
2014-10-02,21.3,15.86,17.75,14.2,25,,95,88.6,81.5,68,15.3,13.9,14.3,13.4,18,12.75,11.5,5,33,14,101.93,101.75,101.66,101.39,98.1,97.93,97.84,97.58,16100,6575,9250,2400,,,,,0.2,0,12.8,10.8,7.8,0,0,0,0,07:20:00,19:02:00,11.7,7.33,19.03,4,5,22,22,14,15,,4,3.3,2,0,,,,,,,,
2014-10-01,15.8,14.42,14.5,13.2,,,97,92.2,91.5,86,14.2,13.2,13.1,12,17,11.29,11,5,,,101.92,101.82,101.77,101.63,98.09,97.99,97.95,97.82,16100,8904.2,9850,3600,,,,,3.5,0,9.5,7.5,4.5,0,0,0,0,07:19:00,19:04:00,11.75,7.32,19.07,4,4,19,19,10,11,,4,4,4,4,,,,,,,,
2014-09-30,17.5,14.73,14.3,11.1,,,97,92.4,88,79,14.8,13.5,12.6,10.4,18,4.96,9,0,,,101.64,101.3,101.36,101.09,97.82,97.5,97.56,97.31,16100,7141.7,8250,400,,,,,3.7,0,9.3,7.3,4.3,10.5,0,0,0,07:18:00,19:06:00,11.8,7.3,19.1,3,3,18,18,11,13,,4,3.5,2,0,,,,,,,,
2014-09-29,24.2,15.81,16.25,8.3,27,,97,79.6,73.5,50,14.2,11.8,11.4,8.6,13,5.71,6.5,0,,,101.71,101.47,101.44,101.17,97.91,97.67,97.64,97.38,16100,12520.8,8250,400,,,,,1.8,0,11.2,9.2,6.2,0.5,13.9,0,0,07:17:00,19:08:00,11.85,7.28,19.13,5,5,24,24,10,13,,3,0.7,1.5,0,,,,,,,,
2014-09-28,25.6,16.26,17.14,8.7,28,,97,77.8,70,43,15.1,11.7,11.9,8.8,11,4.17,5.5,0,,,102.36,102.09,102.05,101.73,98.52,98.26,98.22,97.93,16100,11483.3,8450,800,,,,,0.9,0,12.1,10.1,7.1,0,0,0,0,07:15:00,19:09:00,11.9,7.25,19.15,5,6,25,26,12,12,,3,0.2,1.5,0,,,,,,,,
2014-09-27,25.5,15.73,16.25,7,27,,97,77.7,69,41,13.4,11.1,10.2,7,9,3.67,4.5,0,,,102.77,102.56,102.57,102.38,98.9,98.72,98.71,98.51,16100,12195.8,8350,600,,,,,1.8,0,11.2,9.2,6.2,0,0,0,0,07:14:00,19:11:00,11.95,7.23,19.18,6,6,25,25,10,10,,1,0.1,0.5,0,,,,,,,,
